objectid,title,artist,date,description,building,floorroom,location,formatoriginal,dimensions,type,format,value,donor,condition,number,old_objectid,filename,Missing?,display_template,object_location,image_small,image_thumb
campusart249,Sweet Hall,,1920s,Black and white photograph showing two men getting mail from boxes on the wall.,Student Union,2nd floor,Student Union 2nd floor,b&w photo,"31.5"" x 19.5""",image;stillimage,image/jpg,,Historic Photo Coll UofI#3-422a,good,524,189643,189643.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189643.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189643_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189643_th.jpg
campusart250,Delta Gamma Rush,,1960,Black and white photograph showing women celebrating together in front of a stand of trees.,Student Union,2nd floor,Student Union 2nd floor,b&w photo,"19.5"" x 25.5""",image;stillimage,image/jpg,,Historic Photo Coll UofI library#2-48-5,good,523,189644,189644.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189644.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189644_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189644_th.jpg
campusart251,Sigma Nu,,1937,Black and white photograph of a group of men sitting in a living room around a group of people playing music.,Student Union,2nd floor,Student Union 2nd floor,b&w photo,"19.5"" x 25.5""",image;stillimage,image/jpg,,Historic Photo Coll UofI library #12-18-7,good,522,189645,189645.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189645.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189645_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189645_th.jpg
campusart252,Ridenbaugh Dorm Room,,1900s,Black and white photograph showing the interior of a furnished dormitory room.,Student Union,2nd floor,Student Union 2nd floor,b&w photo,"19.5"" x 25.5""",image;stillimage,image/jpg,,Latah Historical Society#17-5-15,good,521,189646,189646.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189646.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189646_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189646_th.jpg
campusart253,Vert-Invert,Terry Armstrong,1997,Painting showing an underwater scene of colorful bugs and fish.,Student Union,2nd floor,Student Union 2nd floor,acrylic on canvas,"40"" x 52"" framed, 28"" x 35"" unframed`",image;stillimage,image/jpg,,Terry Armstrong,,519,189647,189647.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189647.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189647_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189647_th.jpg
campusart254,Science Class,,1900,Black and white photograph  showing students sitting at desks in an old classroom.,Student Union,2nd floor,Student Union 2nd floor,b&w photo,"19.5"" x 25.5""",image;stillimage,image/jpg,,Latah County Hist Society#17-3-33,good,536,189648,189648.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189648.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189648_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189648_th.jpg
campusart255,Military Training,,1914,Black and white photograph showing uniformed people in formation in a field on the University of Idaho campus.,Student Union,2nd floor,Student Union 2nd floor,b&w photo,"19.5"" x 25.5""",image;stillimage,image/jpg,,Historic Photo Coll UofI library#1-208-22,good,520,189649,189649.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189649.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189649_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189649_th.jpg
campusart256,Student Special,,1922,Black and white photograph showing passengers unloading from a train.,Student Union,2nd floor,Student Union 2nd floor,b&w photo,"19.5"" x 25.5""",image;stillimage,image/jpg,,Historic Photo Coll UofI#2-88-2,good,535,189650,189650.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189650.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189650_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189650_th.jpg
campusart257,Homecoming,,1930s,"Black and white photograph showing an ivy faced building decorated with a Mickey Mouse theme and a cartoon face saying ""Worlds of Welcome!""",Student Union,2nd floor,Student Union 2nd floor,b&w photo,"19.5"" x 25.5""",image;stillimage,image/jpg,,Historic Photo Coll UofI library#2-84-13,good,531,189651,189651.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189651.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189651_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189651_th.jpg
campusart258,F.A.S. #46,Philip Corlis,1977,"Collage made from mixed media and graphite drawings of a woman, a boy, and two dogs.",Admin-Martin Institute,rm 338,Admin-Martin Institute rm 338,collage and graphite,"24"" x 18""",image;stillimage,image/jpg,,,,541,189653,189653.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189653.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189653_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189653_th.jpg
campusart259,Landscape,J.F. Weltzin,,Painting showing a farmstead in a landscape of forests and fields beneath blue skies. Displayed in a green wooden frame.,General Counsel,rm 127,General Counsel rm 127,oil on canvas,"20.5"" x 48.5"" framed",image;stillimage,image/jpg,,,cracking in the paint,217,189655,189655.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189655.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189655_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189655_th.jpg
campusart260,Audubon,Gregory A. Pole,1980,Painting showing a man and two gulls standing on rocks by the shore with birds flying in the sky in the background.,Library,special collections rm 004C pillar #3,Library special collections rm 004C pillar #3,oil on masonite,"38"" x 47.5""",image;stillimage,image/jpg,"12,300 (total value of Pole work)",Gregory A. Pole,,12,189656_OLD_TAG_805093,189656_OLD_TAG_805093.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189656_OLD_TAG_805093.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189656_old_tag_805093_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189656_old_tag_805093_th.jpg
campusart261,Sir Walter Scott,Gregory A. Pole,,Painting showing Sir Walter Scott wearing a green suit jacket standing on a grassy field in front of rolling hills and dark skies. Commissioned by Earl Larrison.,Library,special collections rm 004C pillar #7,Library special collections rm 004C pillar #7,oil on canvas,"40"" x 30""",image;stillimage,image/jpg,,Gregory A. Pole,good,74,189657,189657.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189657.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189657_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189657_th.jpg
campusart262,T.V. Trio,Mary Kirkwood,1966,Painting depicting a singer and two musicians performing on a black and white television screen.,Prichard Gallery,Permanent Collection,Prichard Gallery Permanent Collection,oil on canvas,"36.5"" x 40.25""",image;stillimage,image/jpg,"900-2,200 appraised by Ray Esparsen 10/10/98",Mary Kirkwood,,29,189665_OLD_TAG_110609,189665_OLD_TAG_110609.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189665_OLD_TAG_110609.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189665_old_tag_110609_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189665_old_tag_110609_th.jpg
campusart263,Untitled Greeting Card by Mary Kirkwood [01],Mary Kirkwood,,"Lithograph showing a woman laying in bed, holding a baby in her hands. Printed using black ink on a grey card.",Prichard Gallery,,Prichard Gallery,lithograph,"4"" x 9""",image;stillimage,image/jpg,,"J.H Smith 976B Pocatello, ID 83201",good,433,189666,189666.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189666.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189666_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189666_th.jpg
campusart264,Untitled Greeting Card by Mary Kirkwood [02],Mary Kirkwood,,"Lithograph of a woman kneeling, cradling a baby. Printed using black ink on a grey card.",Prichard Gallery,,Prichard Gallery,lithograph,"9"" x 4""",image;stillimage,image/jpg,,"J.H Smith 976B Pocatello, ID 83201",good,420,189667,189667.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189667.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189667_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189667_th.jpg
campusart265,Gothic style chair,not established,1982,Wooden chair with an ornately carved back.,Admin-Martin Institute,rm 338,Admin-Martin Institute rm 338,furniture,"45"" x 16"" x 16""",image;stillimage,image/jpg,"3,000",,good,107,189668_OLD_TAG_111181,189668_OLD_TAG_111181.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189668_OLD_TAG_111181.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189668_old_tag_111181_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189668_old_tag_111181_th.jpg
campusart266,Untitled Greeting Card by Mary Kirkwood [03],Mary Kirkwood,,Lithograph showing a woman standing with her arms around a young girl. Printed using black ink on a grey card.,Prichard Gallery,,Prichard Gallery,lithograph,"9"" x 4""",image;stillimage,image/jpg,,"J.H Smith 976B Pocatello, ID 83201",good,422,189669,189669.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189669.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189669_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189669_th.jpg
campusart267,Untitled Greeting Card by Mary Kirkwood [04],Mary Kirkwood,,Lithograph showing a woman laying over a baby lying on a pillow. Printed using black ink on a grey card.,Prichard Gallery,,Prichard Gallery,lithograph,"4"" x 9""",image;stillimage,image/jpg,,"J.H Smith 976B Pocatello, ID 83201",good,423,189670,189670.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189670.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189670_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189670_th.jpg
campusart268,Untitled Greeting Card by Mary Kirkwood [05],Mary Kirkwood,,Lithograph showing a woman cradling a baby in front of a man's face. Printed using black ink on a grey card.,Prichard Gallery,,Prichard Gallery,lithograph,"9"" x 4""",image;stillimage,image/jpg,,"J.H Smith 976B Pocatello, ID 83201",good,424,189671,189671.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189671.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189671_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189671_th.jpg
campusart269,Untitled Greeting Card by Mary Kirkwood [06],Mary Kirkwood,,Lithograph showing a woman holding a baby with its arms stretched upward on either side of her face. Printed using black and white ink on a grey card.,Prichard Gallery,,Prichard Gallery,lithograph,"9"" x 4""",image;stillimage,image/jpg,,"J.H Smith 976B Pocatello, ID 83201",good,425,189672,189672.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189672.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189672_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189672_th.jpg
campusart270,Untitled Greeting Card by Mary Kirkwood [07],Mary Kirkwood,,Lithograph showing a woman sleeping next to a young child. Printed using black ink on a grey card.,Prichard Gallery,,Prichard Gallery,lithograph,"4"" x 9""",image;stillimage,image/jpg,,"J.H Smith 976B Pocatello, ID 83201",good,426,189673,189673.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189673.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189673_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189673_th.jpg
campusart271,Untitled Greeting Card by Mary Kirkwood [08],Mary Kirkwood,,Lithograph of a woman cradling a baby with a mirror reflecting them in the background. Printed using black ink on a grey card.,Prichard Gallery,,Prichard Gallery,lithograph,"9"" x 4""",image;stillimage,image/jpg,,"J.H Smith 976B Pocatello, ID 83201",good,427,189674,189674.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189674.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189674_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189674_th.jpg
campusart272,Untitled Greeting Card by Mary Kirkwood [09],Mary Kirkwood,,Lithograph focusing on the faces of a woman with a baby. Printed using black ink on a grey card.,Prichard Gallery,,Prichard Gallery,lithograph,"4"" x 9""",image;stillimage,image/jpg,,"J.H Smith 976B Pocatello, ID 83201",good,428,189675,189675.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189675.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189675_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189675_th.jpg
campusart273,Untitled Greeting Card by Mary Kirkwood [10],Mary Kirkwood,,Lithograph showing the faces of women holding children. Printed using black ink on a grey card.,Prichard Gallery,,Prichard Gallery,lithograph,"9"" x 4""",image;stillimage,image/jpg,,"J.H Smith 976B Pocatello, ID 83201",good,429,189676,189676.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189676.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189676_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189676_th.jpg
campusart274,"Winter Landscape, Moscow 30/32",Mary Kirkwood,,Lithograph showing a snow covered town scene of a steepled church behind a pair of bare trees. Grey ink on a cream card mounted to a tan board.,Prichard Gallery,,Prichard Gallery,lithograph,"5.5"" x 7.25""",image;stillimage,image/jpg,,"J.H Smith 976B Pocatello, ID 83201",,418,189677,189677.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189677.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189677_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189677_th.jpg
campusart275,Untitled Greeting Card by Mary Kirkwood [11],Mary Kirkwood,,Lithograph of a woman's face looking at a baby's face. Printed using black ink on a grey card.,Prichard Gallery,,Prichard Gallery,lithograph,"4.75"" x 6.25""",image;stillimage,image/jpg,,"J.H Smith 976B Pocatello, ID 83201",good,431,189678,189678.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189678.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189678_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189678_th.jpg
campusart276,Untitled Greeting Card by Mary Kirkwood [12],Mary Kirkwood,,Lithograph showing a woman holding a small child. Printed using black ink on a grey card.,Prichard Gallery,,Prichard Gallery,lithograph,"9"" x 4""",image;stillimage,image/jpg,,"J.H Smith 976B Pocatello, ID 83201",good,432,189679,189679.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189679.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189679_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189679_th.jpg
campusart277,Untitled Greeting Card by Mary Kirkwood [13],Mary Kirkwood,,Lithograph of a woman holding a baby laying on her side in bed. Printed using black ink on a grey card.,Prichard Gallery,,Prichard Gallery,lithograph,"4"" x 9""",image;stillimage,image/jpg,,"J.H Smith 976B Pocatello, ID 83201",good,435,189680,189680.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189680.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189680_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189680_th.jpg
campusart278,Untitled Greeting Card by Mary Kirkwood [14],Mary Kirkwood,,"Print showing a woman cradling a baby next to a man and a donkey in a landscape of rolling hills with a night sky in the background. Blue ink on a gey greeting card, signed by Mary.",Prichard Gallery,,Prichard Gallery,silkscreen or block print,"4"" x 5""",image;stillimage,image/jpg,,"J.H Smith 976B Pocatello, ID 83201",good,406,189681,189681.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189681.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189681_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189681_th.jpg
campusart279,Untitled Greeting Card by Mary Kirkwood [15],Mary Kirkwood,,Lithograph showing a woman cradling a baby. Printed using black ink on a grey greeting card.,Prichard Gallery,,Prichard Gallery,lithograph,"9"" x 4""",image;stillimage,image/jpg,,"J.H Smith 976B Pocatello, ID 83201",good,430,189682,189682.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189682.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189682_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189682_th.jpg
campusart280,Untitled Greeting Card by Mary Kirkwood [16],Mary Kirkwood,,Lithograph showing a woman cradling a baby. Printed using black ink on a grey greeting card.,Prichard Gallery,,Prichard Gallery,lithograph,"9"" x 4"" folded, 9"" x 12"" unfolded",image;stillimage,image/jpg,,"J.H Smith 976B Pocatello, ID 83201","paper worn, edges curled,",396,189683,189683.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189683.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189683_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189683_th.jpg
campusart281,Untitled Greeting Card by Mary Kirkwood [17],Mary Kirkwood,,Lithograph showing a woman cradling a baby. Printed using black ink on a grey greeting card.,Prichard Gallery,,Prichard Gallery,lithograph,"4"" x 9"" folded, 12"" x 9"" unfolded",image;stillimage,image/jpg,,"J.H Smith 976B Pocatello, ID 83201",,400,189684,189684.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189684.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189684_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189684_th.jpg
campusart282,Untitled Greeting Card by Mary Kirkwood [18],Mary Kirkwood,,Lithograph of a woman covered in a blanket seated in a rocking chair holding a baby. Printed using black ink on a grey greeting card.,Prichard Gallery,,Prichard Gallery,lithograph,"4"" x 9"" folded, 12"" x 9"" unfolded",image;stillimage,image/jpg,,"J.H Smith 976B Pocatello, ID 83201",,399,189685,189685.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189685.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189685_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189685_th.jpg
campusart283,Untitled Greeting Card by Mary Kirkwood [19],Mary Kirkwood,,Lithograph showing a woman cradling a baby. Printed using black ink on a grey greeting card.,Prichard Gallery,,Prichard Gallery,lithograph,"4.75"" x 6.5""",image;stillimage,image/jpg,,"J.H Smith 976B Pocatello, ID 83201",,398,189686,189686.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189686.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189686_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189686_th.jpg
campusart284,Untitled Greeting Card by Mary Kirkwood [20],Mary Kirkwood,,Lithograph showing a woman cradling a baby. Printed using black ink on a grey greeting card.,Prichard Gallery,,Prichard Gallery,lithograph,"4.75"" x 6.5""",image;stillimage,image/jpg,,"J.H Smith 976B Pocatello, ID 83201",,401,189687,189687.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189687.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189687_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189687_th.jpg
campusart285,Untitled Greeting Card by Mary Kirkwood [21],Mary Kirkwood,,"Lithograph showing portraits of two women arranged on either side of an open greeting card. Text reads ""Best wishes of the season, from Elle and Mary Kirkwood,"" signed by Mary.",Prichard Gallery,,Prichard Gallery,Lithograph,"5.5"" x 4"" folded",image;stillimage,image/jpg,,"J.H Smith 976B Pocatello, ID 83201",,402,189688,189688.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189688.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189688_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189688_th.jpg
campusart286,Untitled Greeting Card by Mary Kirkwood [22],Mary Kirkwood,,Lithograph of a woman sitting with a young child on her lap. Printed with black ink on a grey card.,Prichard Gallery,,Prichard Gallery,Lithograph,"9"" x 4""",image;stillimage,image/jpg,,"J.H Smith 976B Pocatello, ID 83201",good,434,189689,189689.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189689.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189689_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189689_th.jpg
campusart287,Untitled Greeting Card by Mary Kirkwood [23],Mary Kirkwood,,"Silkscreen showing utility polled in a line leading across a hilly landscape. Printed using blue and yellow paint on a grey greeting card, signed by Mary.",Prichard Gallery,,Prichard Gallery,silkscreen,"12"" x 6""",image;stillimage,image/jpg,,"J.H Smith 976B Pocatello, ID 83201",good,403,189690,189690.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189690.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189690_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189690_th.jpg
campusart288,Untitled Greeting Card by Mary Kirkwood [24],Mary Kirkwood,,"Silkscreen print showing a winter scene of a barn and silo. Printed using green, red, and white paint on a grey greeting card.",Prichard Gallery,,Prichard Gallery,silkscreen,"2"" x 12"" x 10""",image;stillimage,image/jpg,,"J.H Smith 976B Pocatello, ID 83201",good,417,189691,189691.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189691.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189691_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189691_th.jpg
campusart289,Untitled Greeting Card by Mary Kirkwood [25],Mary Kirkwood,,Print showing a crowned woman holding a child wearing a crown with crenelated walls in the background. Blue ink on a grey greeting card. Signed by Mary,Prichard Gallery,,Prichard Gallery,silkscreen or block print,"6"" x 5""",image;stillimage,image/jpg,,"J.H Smith 976B Pocatello, ID 83201",good,404,189692,189692.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189692.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189692_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189692_th.jpg
campusart290,Untitled Greeting Card by Mary Kirkwood [26],Mary Kirkwood,,Silkscreen print of 3 children playing with two lambs on a grassy hill. Printed on a greeting card.,Prichard Gallery,,Prichard Gallery,silkscreen,"5.75"" x 4.75""",image;stillimage,image/jpg,,"J.H Smith 976B Pocatello, ID 83201",good,405,189693,189693.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189693.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189693_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189693_th.jpg
campusart291,Untitled Greeting Card by Mary Kirkwood [32],Mary Kirkwood,,Lithograph showing a mother holding a child. Printed using black ink on a grey greeting card.,Prichard Gallery,,Prichard Gallery,offset lithograph,"4.75"" x 5.75"" folded",image;stillimage,image/jpg,,"J.H Smith 976B Pocatello, ID 83201",good,397,189694,189694.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189694.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189694_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189694_th.jpg
campusart292,Untitled Greeting Card by Mary Kirkwood [33],Mary Kirkwood,,Lithograph showing a mother holding a child. Printed using black ink on a grey greeting card.,Prichard Gallery,,Prichard Gallery,lithograph,"5.75"" x 4.5""",image;stillimage,image/jpg,,"J.H Smith 976B Pocatello, ID 83201",fair- paper yellowed and stained,395,189695,189695.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189695.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189695_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189695_th.jpg
campusart293,Untitled Greeting Card by Mary Kirkwood [34],Mary Kirkwood,,Ink drawing of an angel with wings and a radiant halo behind their head. Drawn using black ink on a grey folded greeting card.,Prichard Gallery,,Prichard Gallery,ink drawing,"4"" x 9"" (folded), 4"" x 12""",image;stillimage,image/jpg,,"J.H Smith 976B Pocatello, ID 83201","good, paper yellow on edges",394,189696,189696.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189696.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189696_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189696_th.jpg
campusart294,Untitled Greeting Card by Mary Kirkwood [35],Mary Kirkwood,,Lithograph depicting a mother holding a child. Printed using black ink on a grey greeting  card.,Prichard Gallery,,Prichard Gallery,lithograph,"4"" x 9"" (folded),  12"" x 9""",image;stillimage,image/jpg,,"J.H Smith 976B Pocatello, ID 83201",,393,189697,189697.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189697.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189697_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189697_th.jpg
campusart295,Untitled Greeting Card by Mary Kirkwood [36],Mary Kirkwood,,Silk screen showing four figures looking upward into a brilliant light. Printed using blue paint on a cream colored greeting card.,Prichard Gallery,,Prichard Gallery,silkscreen,"5.75"" x 4.75""",image;stillimage,image/jpg,,"J.H Smith 976B Pocatello, ID 83201",good,409,189698,189698.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189698.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189698_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189698_th.jpg
campusart296,Untitled Greeting Card by Mary Kirkwood [37],Mary Kirkwood,,"Silkscreen print showing fields, trees, rolling hills, and distant mountains. Printed in red, blue, green,and white paint on a cream greeting card mounted on brown paper.",Prichard Gallery,,Prichard Gallery,silkscreen,"4.5"" x 5.5""",image;stillimage,image/jpg,,"J.H Smith 976B Pocatello, ID 83201",,416,189699,189699.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189699.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189699_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189699_th.jpg
campusart297,Untitled Greeting Card by Mary Kirkwood [38],Mary Kirkwood,,"Silkscreen of an abstract work created using yellow, red, and white paint on a blue greeting card.",Prichard Gallery,,Prichard Gallery,silkscreen,"6"" x 5""",image;stillimage,image/jpg,,"J.H Smith 976B Pocatello, ID 83201",good,415,189700,189700.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189700.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189700_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189700_th.jpg
campusart298,Madonna of the Palouse Hills,Mary Kirkwood,,Silkscreen print showing a man standing behind a woman holding a baby next to a cow with a barn visible in the background. Printed in multiple colors on a greeting card.,Prichard Gallery,,Prichard Gallery,silkscreen,"7.25"" x 5""",image;stillimage,image/jpg,,"J.H Smith 976B Pocatello, ID 83201",,414,189701,189701.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189701.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189701_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189701_th.jpg
